id,reference
703,79.949261
704,50.863461
705,80.720196
706,20.701965
707,73.043115
708,43.560283
709,40.324021
710,46.039529
711,90.828843
712,29.274546
713,29.262992
714,80.578488
715,18.192701
716,35.559934
717,13.912837
718,32.411133
719,76.059391
720,31.761600
721,88.465499
722,56.228579
723,76.434684
724,36.365644
725,79.857755
726,22.143512
727,59.159020
728,64.351276
729,35.390888
730,29.855949
731,23.794003
732,30.601054
733,67.214284
734,8.858703
735,44.698916
736,62.486198
737,52.143626
738,42.534998
739,19.712138
740,31.649937
741,40.651851
742,28.897415
743,44.630544
744,78.178481
745,63.107894
746,77.712019
747,24.916260
748,68.301296
749,77.966276
750,30.141136
751,51.097285
752,61.507229
753,79.480586
754,16.478140
755,70.813208
756,21.510658
757,27.935628
758,52.032118
759,35.177022
760,41.021559
761,70.320031
762,87.225780
763,27.475692
764,50.457596
765,72.329918
766,76.797364
767,78.769998
768,87.125319
769,86.792951
770,37.095601
771,66.467810
772,70.098287
773,53.197267
774,25.261506
775,45.341163
776,64.198657
777,71.027835
778,52.031291
779,19.618923
780,43.567170
781,34.967618
782,47.409098
783,32.719478
784,60.054923
785,7.728775
786,42.430991
787,38.242895
788,88.035752
789,26.501692
790,69.644563
791,63.351281
792,66.448601
793,18.331153
794,45.780975
795,47.807852
796,14.250725
797,44.198194
798,29.347104
799,70.140911
800,58.834920
801,17.617233
802,88.300075
803,44.071569
804,73.881291
805,67.770994
806,66.531440
807,67.973998
808,44.661631
809,3.785071
810,49.484884
811,35.990449
812,43.084647
813,28.370145
814,49.539764
815,29.414973
816,28.034662
817,26.504631
818,35.274790
819,45.853816
820,34.768611
821,8.729713
822,28.301769
823,49.547545
824,13.715036
825,51.558029
826,66.586027
827,43.073942
828,46.201700
829,34.802390
830,22.209824
831,49.770643
832,43.540833
833,74.848216
834,10.170018
835,58.075810
836,82.404392
837,58.055143
838,16.052313
839,45.858264
840,53.743212
841,92.284235
842,43.625510
843,27.572091
844,31.965553
845,31.936565
846,6.758465
847,40.967713
848,34.158621
849,85.504070
850,88.368821
851,18.724371
852,35.019336
853,39.588453
854,19.607978
855,34.716646
856,58.014741
857,25.493138
858,90.403881
859,19.043863
860,47.558695
861,33.424187
862,44.298355
863,69.526215
864,36.512815
865,30.903346
866,33.965229
867,74.112474
868,53.550657
869,50.777574
870,20.001080
871,33.508585
872,44.841075
873,28.664311
874,31.317964
875,29.677600
876,28.820580
877,83.691305
878,75.546964
879,12.305250
880,68.134858
881,73.580899
882,85.341728
883,52.815843
884,49.311435
885,12.293217
886,44.754744
887,36.726613
888,47.417097
889,46.433989
890,70.484608
891,34.176696
892,41.821304
893,30.474219
894,36.224909
895,54.134201
896,29.419731
897,33.602702
898,16.650771
899,83.015910
900,54.859863
901,28.155998
902,28.709395
903,46.281819
904,80.480919
905,72.141875
906,55.933630
907,56.869705
908,38.039254
909,45.908968
910,30.259616
911,68.478177
912,31.842249
913,42.756171
914,62.875554
915,42.202441
916,55.886060
917,29.733942
918,19.738965
919,33.497224
920,77.270453
921,32.801051
922,37.347738
923,39.986633
924,40.804837
925,45.040531
926,7.865014
927,77.831865
928,61.416138
929,64.274807
930,33.545487
931,61.292055
932,23.670305
933,11.656058
934,19.437028
935,36.102724
936,90.883669
937,50.819510
938,56.799327
939,52.568267
940,44.934309
941,93.231119
942,84.118976
943,15.766583
944,92.999440
945,71.477855
946,74.378330
947,33.174504
948,44.619588
949,25.157271
950,24.578996
951,50.616395
952,62.470827
953,84.802008
954,22.649893
955,76.141500
956,50.280207
957,67.049020
958,79.284787
959,70.536625
960,61.223493
961,54.654256
962,33.725633
963,36.550960
964,30.708134
965,29.818003
966,64.497693
967,19.222126
968,32.937053
969,14.969040
970,91.346451
971,21.529429
972,82.615434
973,68.089310
974,87.019942
975,21.138244
976,14.537553
977,71.232111
978,41.903581
979,33.426930
980,19.301129
981,35.699593
982,45.947928
983,38.172389
984,39.599343
985,19.836197
986,8.724399
987,87.093054
988,52.283702
989,70.160458
990,35.450572
991,30.275267
992,31.134509
993,37.132008
994,38.400222
995,26.266655
996,43.242934
997,45.297427
998,32.100833
999,45.488007
1000,89.578189
1001,67.113041
1002,66.720452
1003,9.831927
1004,17.631651
1005,86.668859
1006,12.376090
1007,36.650719
1008,17.100959
1009,20.084697
1010,27.858917
1011,47.945726
1012,67.122258
1013,76.860142
1014,86.965434
1015,48.393158
1016,44.826266
1017,89.122105
1018,79.887486
1019,63.637058
1020,27.337069
1021,13.235412
1022,26.164980
1023,36.155235
1024,40.007760
1025,86.942179
1026,32.011288
1027,30.423554
1028,38.671275
1029,15.776691
1030,54.111930
1031,21.375113
1032,81.719612
1033,77.570874
1034,54.313214
1035,30.823241
1036,21.777755
1037,53.047881
1038,74.625520
1039,70.016809
1040,55.432865
1041,65.186406
1042,50.688225
1043,83.213158
1044,78.728220
1045,47.540185
1046,26.458865
1047,92.465870
1048,31.198861
1049,60.224891
1050,38.201109
1051,43.056402
1052,32.454765
1053,85.198371
1054,52.784066
1055,10.732960
1056,66.469113
1057,31.149478
1058,8.382813
1059,49.377684
1060,32.123314
1061,21.000610
1062,15.717735
1063,71.580773
1064,21.974853
1065,38.408111
1066,31.144925
1067,88.697639
1068,31.471507
1069,64.156346
1070,24.883766
1071,86.054504
1072,66.639005
1073,32.955907
1074,36.787497
1075,30.499184
1076,14.631074
1077,33.424285
1078,14.144321
1079,13.812466
1080,32.159067
1081,9.559026
1082,48.935221
1083,61.210998
1084,34.721620
1085,43.526046
1086,51.023971
1087,60.687919
1088,23.785702
1089,32.263273
1090,40.692026
1091,58.339219
1092,8.749680
1093,38.875567
1094,31.401973
1095,38.192757
1096,74.808911
1097,32.485950
1098,32.118190
1099,67.871632
1100,34.435931
1101,49.260729
1102,32.945015
1103,77.350361
1104,62.519923
1105,32.764846
1106,30.251831
1107,39.482756
1108,31.763737
1109,41.304373
1110,28.790607
1111,40.054962
1112,87.141373
1113,31.584668
1114,45.921168
1115,9.536810
1116,10.413244
1117,50.207389
1118,18.076283
1119,35.527505
1120,63.291870
1121,36.976824
1122,34.589036
1123,23.360060
1124,87.701471
1125,63.947234
1126,75.677988
1127,41.142324
1128,87.507161
1129,31.456426
1130,46.234305
1131,13.387574
1132,69.209246
1133,33.164575
1134,46.626526
1135,60.250088
1136,36.742178
1137,36.961705
1138,78.372779
1139,45.309133
1140,69.033515
1141,66.034474
1142,9.590226
1143,27.785931
1144,38.422939
1145,41.391077
1146,74.170048
1147,59.792301
1148,90.026391
1149,56.490416
1150,82.141932
1151,44.710448
1152,45.648612
1153,32.336713
1154,28.012373
1155,50.059276
1156,6.196517
1157,34.404574
1158,62.271877
1159,26.971432
1160,16.165843
1161,26.222910
1162,28.907731
1163,77.306182
1164,47.439522
1165,41.348169
1166,82.266714
1167,52.209352
1168,48.623269
1169,44.270503
1170,85.759934
1171,91.238599
1172,42.356653
1173,17.717645
1174,42.327479
1175,93.734355
1176,91.542191
1177,21.907208
1178,23.014440
1179,46.916119
1180,37.395867
1181,38.944635
1182,58.602030
1183,81.701850
1184,94.610119
1185,56.938927
1186,82.941457
1187,79.926635
1188,10.039220
1189,65.704336
1190,90.291309
1191,37.139815
1192,30.973343
1193,43.571911
1194,19.447366
1195,10.650976
1196,65.000117
1197,32.940656
1198,57.629304
1199,40.615904
1200,34.473155
1201,29.420504
1202,19.655713
1203,21.080182
1204,84.034411
1205,63.793914
1206,37.399020
1207,53.429353
1208,40.634684
1209,88.703077
1210,78.661036
1211,28.735946
1212,13.868157
1213,53.344274
1214,41.192423
1215,37.910648
1216,24.429420
1217,91.312513
1218,43.707385
1219,59.055592
1220,42.721455
1221,32.920581
1222,22.081050
1223,63.318701
1224,50.981642
1225,52.533846
1226,45.388140
1227,55.008556
1228,18.802643
1229,67.367986
1230,35.771018
1231,55.876311
1232,30.237415
1233,86.519954
1234,32.110162
1235,63.615799
1236,24.849609
1237,44.136247
1238,40.224467
1239,21.584225
1240,25.672636
1241,17.922973
1242,29.759150
1243,53.609204
1244,54.414791
1245,29.875171
1246,32.707455
1247,75.573563
1248,11.041691
1249,52.739441
1250,50.108078
1251,81.392681
1252,62.030408
1253,88.638580
1254,49.150629
1255,41.630038
1256,15.336635
1257,62.352552
1258,59.598061
1259,40.242716
1260,7.499922
1261,49.324405
1262,22.176692
1263,42.740769
1264,7.086826
1265,88.507831
1266,7.854163
1267,21.422803
1268,47.747315
1269,88.033968
1270,46.462605
1271,67.298448
1272,66.177496
1273,35.484743
1274,80.449257
1275,48.764022
1276,88.423853
1277,20.138591
1278,87.485184
1279,34.333825
1280,78.898491
1281,24.217841
1282,68.041102
1283,9.749440
1284,51.775710
1285,51.686759
1286,58.409927
1287,63.517494
1288,74.132995
1289,51.742454
1290,82.392559
1291,60.984506
1292,32.068849
1293,37.389519
1294,26.444578
1295,80.583923
1296,89.803895
1297,40.980113
1298,81.956791
1299,55.127269
1300,63.224326
1301,14.382585
1302,25.484147
1303,44.926914
1304,32.662760
1305,31.078929
1306,60.934777
1307,59.046767
1308,62.903047
1309,31.470293
1310,43.934103
1311,92.916439
1312,79.755292
1313,47.214593
1314,45.229105
1315,56.810234
1316,64.467437
1317,6.671647
1318,3.648671
1319,65.736618
1320,29.649245
1321,74.768827
1322,14.143268
1323,61.260443
1324,80.383272
1325,49.837806
1326,82.810305
1327,34.509878
1328,9.380714
1329,81.749036
1330,78.549603
1331,46.250716
1332,46.838365
1333,27.399260
1334,81.148641
1335,26.327339
1336,32.683221
1337,44.063837
1338,61.865199
1339,61.998510
1340,74.709882
1341,80.087420
1342,79.762485
1343,38.502686
1344,58.456947
1345,88.547796
1346,27.636334
1347,79.047094
1348,27.403001
1349,58.132932
1350,86.420049
1351,36.847234
1352,39.360189
1353,51.198161
1354,39.904996
1355,29.140651
1356,25.704903
1357,35.696203
1358,35.942701
1359,13.081191
1360,42.385318
1361,74.608520
1362,48.757994
1363,40.084028
1364,27.866623
1365,36.528961
1366,22.261853
1367,76.468602
1368,89.505970
1369,50.596177
1370,52.586047
1371,28.011602
1372,24.527224
1373,75.432509
1374,21.357702
1375,53.337879
1376,59.300936
1377,13.525010
1378,20.412906
1379,27.220429
1380,29.326085
1381,28.399884
1382,60.394944
1383,82.916997
1384,85.316874
1385,90.866755
1386,62.647116
1387,81.838708
1388,85.025830
1389,36.993993
1390,55.372780
1391,14.503990
1392,33.974589
1393,41.803502
1394,87.621859
1395,23.267128
1396,28.237054
1397,52.994497
1398,48.650439
1399,10.222118
1400,61.980845
1401,70.865107
1402,43.691406
1403,41.324739
1404,33.089724
1405,35.925284
1406,13.944309
1407,9.159132
1408,28.933923
1409,56.457818
1410,8.141102
1411,37.289417
1412,39.372149
1413,7.937341
1414,16.626731
1415,71.018431
1416,32.015162
1417,36.778256
1418,10.094791
1419,58.972512
1420,64.905533
1421,53.811417
1422,33.151598
1423,48.751822
1424,46.914425
1425,73.085172
1426,42.539548
1427,29.606711
1428,91.703840
1429,13.515540
1430,81.565109
1431,6.791123
1432,44.168091
1433,72.816832
1434,33.412524
1435,59.332809
1436,81.826068
1437,53.700159
1438,25.357914
1439,69.495048
1440,77.554084
1441,27.633642
1442,88.134751
1443,86.513799
1444,42.835053
1445,7.240831
1446,87.920987
1447,48.253717
1448,27.982339
1449,28.798927
1450,62.498295
1451,7.715197
1452,63.366786
1453,36.196663
1454,17.386332
1455,38.499796
1456,17.665017
1457,25.296738
1458,42.743660
1459,25.773878
1460,30.393387
1461,90.991819
1462,67.232629
1463,92.356542
1464,54.569668
1465,37.760927
1466,87.463616
1467,18.702976
1468,49.415168
1469,70.520294
1470,87.362335
1471,70.800617
1472,38.649413
1473,57.623686
1474,47.966318
1475,18.308866
1476,50.881735
1477,33.232819
1478,17.790454
1479,73.574432
1480,83.103839
1481,31.558435
1482,70.060266
1483,51.774097
1484,54.004742
1485,30.438395
1486,39.885156
1487,12.353554
1488,57.736282
1489,92.770131
1490,63.462785
1491,87.117472
1492,64.528913
1493,35.019643
1494,41.923877
1495,55.820973
1496,81.987011
1497,32.789933
1498,44.935687
1499,12.912026
1500,75.091276
1501,43.156241
1502,25.724168
1503,37.405634
1504,28.976201
1505,44.042271
1506,55.324301
1507,8.025243
1508,49.945196
1509,7.776509
1510,32.349761
1511,34.918409
1512,71.730226
1513,30.137993
1514,62.197473
1515,33.787300
1516,29.818581
1517,29.084617
1518,46.207640
1519,81.530284
1520,59.068204
1521,44.609665
1522,74.053093
1523,16.796303
1524,54.737145
1525,66.556750
1526,67.756199
1527,49.751222
1528,39.572847
1529,41.897560
1530,70.886302
1531,10.390938
1532,16.524647
1533,46.597974
1534,58.962160
1535,36.790306
1536,53.386505
1537,42.175651
1538,14.327158
1539,85.672196
1540,11.408947
1541,66.601416
1542,58.458706
1543,71.319733
1544,10.142845
1545,23.201708
1546,33.311357
1547,46.846382
1548,36.983461
1549,37.246525
1550,28.424209
1551,36.900029
1552,35.922529
1553,64.878681
1554,93.197913
1555,83.948867
1556,30.061575
1557,44.358779
1558,78.914009
1559,33.668763
1560,67.528258
1561,72.978788
1562,56.072729
1563,38.349192
1564,85.489732
1565,74.922904
1566,55.102512
1567,14.552296
1568,41.589760
1569,50.905166
1570,64.777915
1571,73.221556
1572,50.289620
1573,81.880422
1574,45.038207
1575,56.248282
1576,10.942424
1577,86.341580
1578,36.581946
1579,41.100934
1580,69.811103
1581,39.056600
1582,10.940493
1583,46.469839
1584,43.342554
1585,49.109371
1586,68.685438
1587,10.287666
1588,37.936907
1589,17.877145
1590,33.711103
1591,34.717937
1592,8.199375
1593,77.497896
1594,52.029874
1595,16.462905
1596,31.235056
1597,74.577033
1598,53.876777
1599,60.793996
1600,30.075166
1601,33.262699
1602,59.089330
1603,50.606801
1604,87.568292
1605,61.604781
1606,38.308110
1607,52.227167
1608,55.063611
1609,28.914064
1610,36.246137
1611,50.477911
1612,38.469552
1613,37.139485
1614,38.819238
1615,53.750093
1616,25.353692
1617,18.954714
1618,34.340748
1619,34.441145
1620,73.582303
1621,31.800362
1622,43.030230
1623,56.270404
1624,15.760012
1625,54.335100
1626,13.720110
1627,72.630296
1628,28.412278
1629,25.789912
1630,25.478376
1631,65.325692
1632,20.967453
1633,31.582348
1634,56.008682
1635,35.036812
1636,30.215788
1637,58.078810
1638,68.299851
1639,13.273310
1640,47.547511
1641,57.798955
1642,59.629481
1643,75.372282
1644,28.004318
1645,26.207670
1646,83.442999
1647,44.450182
1648,35.666178
1649,39.561915
1650,47.186760
1651,86.512967
1652,86.070062
1653,91.913631
1654,10.248746
1655,21.240980
1656,75.126024
1657,26.290982
1658,15.521868
1659,30.069868
1660,37.229842
1661,7.383838
1662,26.459848
1663,34.526097
1664,33.574873
1665,30.432089
1666,14.717763
1667,50.021885
1668,29.553472
1669,55.021680
1670,90.565324
1671,15.214916
1672,63.975953
1673,69.216323
1674,49.628708
1675,55.682399
1676,27.231988
1677,94.976616
1678,29.986133
1679,89.808960
1680,15.315567
1681,21.815702
1682,85.369065
1683,50.146434
1684,37.976775
1685,29.195933
1686,47.470641
1687,14.187790
1688,59.902912
1689,25.224520
1690,59.733621
1691,20.262703
1692,87.493794
1693,27.031249
1694,90.749534
1695,31.005595
1696,93.700508
1697,25.416013
1698,28.758111
1699,36.360671
1700,54.003293
1701,33.965642
1702,26.160506
1703,63.211743
1704,69.265798
1705,51.560204
1706,77.857532
1707,45.957116
1708,11.349852
1709,78.777304
1710,57.786447
1711,73.073477
1712,90.513728
1713,76.900384
1714,87.733446
1715,54.479614
1716,38.421262
1717,12.410516
1718,35.224711
1719,16.937210
1720,30.831029
1721,88.687716
1722,19.742863
1723,65.234120
1724,15.173519
1725,87.177811
1726,44.857064
1727,35.331024
1728,28.100051
1729,33.979857
1730,9.337931
1731,50.801148
1732,80.865315
1733,33.799151
1734,39.250503
1735,38.972726
1736,26.831880
1737,21.594095
1738,79.525626
1739,65.444400
1740,80.011519
1741,41.691689
1742,41.661094
1743,20.857451
1744,13.924040
1745,21.129457
1746,37.089896
1747,54.108593
1748,89.395841
1749,51.677922
1750,37.262736
1751,45.554733
1752,30.902467
1753,37.533257
1754,8.740503
1755,6.858213
1756,20.608683
1757,38.220387
1758,19.410872
1759,48.575330
1760,23.849422
1761,25.012862
1762,59.536726
1763,49.292562
1764,61.734883
1765,64.462533
1766,77.962199
1767,31.196263
1768,36.201556
1769,9.414775
1770,87.558535
1771,33.557639
1772,11.097526
1773,48.898998
1774,48.910098
1775,58.251293
1776,51.317059
1777,57.951694
1778,53.348381
1779,61.215867
1780,56.072407
1781,50.995595
1782,10.471765
1783,44.547423
1784,81.176346
1785,57.204658
1786,26.400093
1787,30.938212
1788,72.994964
1789,40.653060
1790,32.843278
1791,16.938169
1792,29.436562
1793,37.058018
1794,31.937224
1795,58.372067
1796,59.865378
1797,28.855917
1798,27.130933
1799,14.091158
1800,48.352535
1801,44.963807
1802,67.197763
1803,67.816564
1804,33.256292
1805,45.124650
1806,81.756882
1807,80.840887
1808,42.438949
1809,38.473972
1810,18.841776
1811,34.845733
1812,32.352808
1813,64.002783
1814,14.673222
1815,94.692581
1816,71.410644
1817,39.210024
1818,29.959089
1819,21.116849
1820,52.985451
1821,37.684577
1822,44.799265
1823,90.562178
1824,41.711312
1825,53.143116
1826,19.417497
1827,36.871121
1828,82.156215
1829,76.885101
1830,11.113569
1831,53.720701
1832,34.252545
1833,32.772221
1834,69.077758
1835,59.551588
1836,13.633463
1837,14.118021
1838,56.721662
1839,69.768892
1840,64.265729
1841,82.441668
1842,70.494921
1843,28.840845
1844,31.702558
1845,32.114519
1846,47.031164
1847,72.401260
1848,44.974112
1849,24.444936
1850,82.627758
1851,75.266422
1852,43.000816
1853,12.703552
1854,53.908239
1855,61.745012
1856,48.298046
1857,49.232314
1858,40.359530
1859,27.589498
1860,56.404617
1861,59.607537
1862,31.389494
1863,68.379642
1864,48.423751
1865,42.190032
1866,30.812564
1867,63.711300
1868,49.185961
1869,63.902337
1870,45.914860
1871,43.368394
1872,30.658215
